Dest_PC,Dest_City,Branch_PC,Branch_City,Branch,Dest,Response,ResponseMod,Distance,Duration
54426,Merschbach,44795,Bochum Südwest,44795%2C%20Bochum Südwest,54426%2C%20Merschbach,"{
   ""destination_addresses"" : [ ""Merschbach, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""250 km"",
                  ""value"" : 250499
               },
               ""duration"" : {
                  ""text"" : ""3 hours 0 mins"",
                  ""value"" : 10772
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Merschbach, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '250 km', 'value': 250499}, 'duration': {'text': '3 hours 0 mins', 'value': 10772}, 'status': 'OK'}]}], 'status': 'OK'}",250 km,3 hours 0 mins
41844,Wegberg,44795,Bochum Südwest,44795%2C%20Bochum Südwest,41844%2C%20Wegberg,"{
   ""destination_addresses"" : [ ""41844 Wegberg, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""93.3 km"",
                  ""value"" : 93309
               },
               ""duration"" : {
                  ""text"" : ""1 hour 11 mins"",
                  ""value"" : 4249
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['41844 Wegberg, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '93.3 km', 'value': 93309}, 'duration': {'text': '1 hour 11 mins', 'value': 4249}, 'status': 'OK'}]}], 'status': 'OK'}",93.3 km,1 hour 11 mins
55413,Manubach,44795,Bochum Südwest,44795%2C%20Bochum Südwest,55413%2C%20Manubach,"{
   ""destination_addresses"" : [ ""Manubach, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""239 km"",
                  ""value"" : 238937
               },
               ""duration"" : {
                  ""text"" : ""2 hours 40 mins"",
                  ""value"" : 9598
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Manubach, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '239 km', 'value': 238937}, 'duration': {'text': '2 hours 40 mins', 'value': 9598}, 'status': 'OK'}]}], 'status': 'OK'}",239 km,2 hours 40 mins
56424,Ebernhahn,44795,Bochum Südwest,44795%2C%20Bochum Südwest,56424%2C%20Ebernhahn,"{
   ""destination_addresses"" : [ ""Ebernhahn, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""161 km"",
                  ""value"" : 160997
               },
               ""duration"" : {
                  ""text"" : ""1 hour 47 mins"",
                  ""value"" : 6397
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Ebernhahn, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '161 km', 'value': 160997}, 'duration': {'text': '1 hour 47 mins', 'value': 6397}, 'status': 'OK'}]}], 'status': 'OK'}",161 km,1 hour 47 mins
30851,Langenhagen,44795,Bochum Südwest,44795%2C%20Bochum Südwest,30851%2C%20Langenhagen,"{
   ""destination_addresses"" : [ ""30851 Langenhagen, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""238 km"",
                  ""value"" : 238229
               },
               ""duration"" : {
                  ""text"" : ""2 hours 28 mins"",
                  ""value"" : 8864
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['30851 Langenhagen, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '238 km', 'value': 238229}, 'duration': {'text': '2 hours 28 mins', 'value': 8864}, 'status': 'OK'}]}], 'status': 'OK'}",238 km,2 hours 28 mins
54329,Konz,44795,Bochum Südwest,44795%2C%20Bochum Südwest,54329%2C%20Konz,"{
   ""destination_addresses"" : [ ""54329 Konz, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""258 km"",
                  ""value"" : 257903
               },
               ""duration"" : {
                  ""text"" : ""3 hours 9 mins"",
                  ""value"" : 11355
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54329 Konz, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '258 km', 'value': 257903}, 'duration': {'text': '3 hours 9 mins', 'value': 11355}, 'status': 'OK'}]}], 'status': 'OK'}",258 km,3 hours 9 mins
49509,Recke,44795,Bochum Südwest,44795%2C%20Bochum Südwest,49509%2C%20Recke,"{
   ""destination_addresses"" : [ ""49509 Recke, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""138 km"",
                  ""value"" : 137608
               },
               ""duration"" : {
                  ""text"" : ""1 hour 45 mins"",
                  ""value"" : 6320
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49509 Recke, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '138 km', 'value': 137608}, 'duration': {'text': '1 hour 45 mins', 'value': 6320}, 'status': 'OK'}]}], 'status': 'OK'}",138 km,1 hour 45 mins
38385,Ingeleben,44795,Bochum Südwest,44795%2C%20Bochum Südwest,38385%2C%20Ingeleben,"{
   ""destination_addresses"" : [ ""38385 Ingeleben, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""335 km"",
                  ""value"" : 335056
               },
               ""duration"" : {
                  ""text"" : ""3 hours 31 mins"",
                  ""value"" : 12685
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['38385 Ingeleben, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '335 km', 'value': 335056}, 'duration': {'text': '3 hours 31 mins', 'value': 12685}, 'status': 'OK'}]}], 'status': 'OK'}",335 km,3 hours 31 mins
47179,Duisburg,44795,Bochum Südwest,44795%2C%20Bochum Südwest,47179%2C%20Duisburg,"{
   ""destination_addresses"" : [ ""47179 Duisburg, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""46.4 km"",
                  ""value"" : 46384
               },
               ""duration"" : {
                  ""text"" : ""37 mins"",
                  ""value"" : 2208
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['47179 Duisburg, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '46.4 km', 'value': 46384}, 'duration': {'text': '37 mins', 'value': 2208}, 'status': 'OK'}]}], 'status': 'OK'}",46.4 km,37 mins
56754,Möntenich,44795,Bochum Südwest,44795%2C%20Bochum Südwest,56754%2C%20Möntenich,"{
   ""destination_addresses"" : [ ""56754 M\u00f6ntenich, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""190 km"",
                  ""value"" : 189837
               },
               ""duration"" : {
                  ""text"" : ""2 hours 10 mins"",
                  ""value"" : 7811
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56754 Möntenich, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '190 km', 'value': 189837}, 'duration': {'text': '2 hours 10 mins', 'value': 7811}, 'status': 'OK'}]}], 'status': 'OK'}",190 km,2 hours 10 mins
38486,Dönitz,44795,Bochum Südwest,44795%2C%20Bochum Südwest,38486%2C%20Dönitz,"{
   ""destination_addresses"" : [ ""D\u00f6nitz, Kl\u00f6tze, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""357 km"",
                  ""value"" : 357252
               },
               ""duration"" : {
                  ""text"" : ""3 hours 46 mins"",
                  ""value"" : 13573
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Dönitz, Klötze, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '357 km', 'value': 357252}, 'duration': {'text': '3 hours 46 mins', 'value': 13573}, 'status': 'OK'}]}], 'status': 'OK'}",357 km,3 hours 46 mins
38486,Immekath,44795,Bochum Südwest,44795%2C%20Bochum Südwest,38486%2C%20Immekath,"{
   ""destination_addresses"" : [ ""Immekath, 38486 Kl\u00f6tze, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""360 km"",
                  ""value"" : 360210
               },
               ""duration"" : {
                  ""text"" : ""3 hours 49 mins"",
                  ""value"" : 13764
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Immekath, 38486 Klötze, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '360 km', 'value': 360210}, 'duration': {'text': '3 hours 49 mins', 'value': 13764}, 'status': 'OK'}]}], 'status': 'OK'}",360 km,3 hours 49 mins
32694,Dörentrup,44795,Bochum Südwest,44795%2C%20Bochum Südwest,32694%2C%20Dörentrup,"{
   ""destination_addresses"" : [ ""32694 D\u00f6rentrup, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""169 km"",
                  ""value"" : 168510
               },
               ""duration"" : {
                  ""text"" : ""1 hour 59 mins"",
                  ""value"" : 7162
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['32694 Dörentrup, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '169 km', 'value': 168510}, 'duration': {'text': '1 hour 59 mins', 'value': 7162}, 'status': 'OK'}]}], 'status': 'OK'}",169 km,1 hour 59 mins
54689,Olmscheid,44795,Bochum Südwest,44795%2C%20Bochum Südwest,54689%2C%20Olmscheid,"{
   ""destination_addresses"" : [ ""54689 Olmscheid, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""207 km"",
                  ""value"" : 207344
               },
               ""duration"" : {
                  ""text"" : ""2 hours 26 mins"",
                  ""value"" : 8777
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54689 Olmscheid, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '207 km', 'value': 207344}, 'duration': {'text': '2 hours 26 mins', 'value': 8777}, 'status': 'OK'}]}], 'status': 'OK'}",207 km,2 hours 26 mins
35781,Weilburg,44795,Bochum Südwest,44795%2C%20Bochum Südwest,35781%2C%20Weilburg,"{
   ""destination_addresses"" : [ ""35781 Weilburg, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""210 km"",
                  ""value"" : 209527
               },
               ""duration"" : {
                  ""text"" : ""2 hours 18 mins"",
                  ""value"" : 8299
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['35781 Weilburg, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '210 km', 'value': 209527}, 'duration': {'text': '2 hours 18 mins', 'value': 8299}, 'status': 'OK'}]}], 'status': 'OK'}",210 km,2 hours 18 mins
55758,Langweiler,44795,Bochum Südwest,44795%2C%20Bochum Südwest,55758%2C%20Langweiler,"{
   ""destination_addresses"" : [ ""55758 Langweiler, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""255 km"",
                  ""value"" : 255177
               },
               ""duration"" : {
                  ""text"" : ""3 hours 1 min"",
                  ""value"" : 10865
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55758 Langweiler, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '255 km', 'value': 255177}, 'duration': {'text': '3 hours 1 min', 'value': 10865}, 'status': 'OK'}]}], 'status': 'OK'}",255 km,3 hours 1 min
31097,Harbarnsen,44795,Bochum Südwest,44795%2C%20Bochum Südwest,31097%2C%20Harbarnsen,"{
   ""destination_addresses"" : [ ""31097, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""268 km"",
                  ""value"" : 268411
               },
               ""duration"" : {
                  ""text"" : ""3 hours 9 mins"",
                  ""value"" : 11330
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['31097, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '268 km', 'value': 268411}, 'duration': {'text': '3 hours 9 mins', 'value': 11330}, 'status': 'OK'}]}], 'status': 'OK'}",268 km,3 hours 9 mins
55608,Bergen,44795,Bochum Südwest,44795%2C%20Bochum Südwest,55608%2C%20Bergen,"{
   ""destination_addresses"" : [ ""55608 Bergen, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""277 km"",
                  ""value"" : 277324
               },
               ""duration"" : {
                  ""text"" : ""3 hours 11 mins"",
                  ""value"" : 11480
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55608 Bergen, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '277 km', 'value': 277324}, 'duration': {'text': '3 hours 11 mins', 'value': 11480}, 'status': 'OK'}]}], 'status': 'OK'}",277 km,3 hours 11 mins
54668,Schankweiler,44795,Bochum Südwest,44795%2C%20Bochum Südwest,54668%2C%20Schankweiler,"{
   ""destination_addresses"" : [ ""54668 Schankweiler, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""234 km"",
                  ""value"" : 234058
               },
               ""duration"" : {
                  ""text"" : ""2 hours 45 mins"",
                  ""value"" : 9907
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54668 Schankweiler, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '234 km', 'value': 234058}, 'duration': {'text': '2 hours 45 mins', 'value': 9907}, 'status': 'OK'}]}], 'status': 'OK'}",234 km,2 hours 45 mins
49448,Quernheim,44795,Bochum Südwest,44795%2C%20Bochum Südwest,49448%2C%20Quernheim,"{
   ""destination_addresses"" : [ ""49448 Quernheim, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""174 km"",
                  ""value"" : 174379
               },
               ""duration"" : {
                  ""text"" : ""2 hours 0 mins"",
                  ""value"" : 7224
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49448 Quernheim, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '174 km', 'value': 174379}, 'duration': {'text': '2 hours 0 mins', 'value': 7224}, 'status': 'OK'}]}], 'status': 'OK'}",174 km,2 hours 0 mins
52459,Inden,44795,Bochum Südwest,44795%2C%20Bochum Südwest,52459%2C%20Inden,"{
   ""destination_addresses"" : [ ""52459 Inden, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""124 km"",
                  ""value"" : 124127
               },
               ""duration"" : {
                  ""text"" : ""1 hour 23 mins"",
                  ""value"" : 4968
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['52459 Inden, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '124 km', 'value': 124127}, 'duration': {'text': '1 hour 23 mins', 'value': 4968}, 'status': 'OK'}]}], 'status': 'OK'}",124 km,1 hour 23 mins
56288,Dudenroth,44795,Bochum Südwest,44795%2C%20Bochum Südwest,56288%2C%20Dudenroth,"{
   ""destination_addresses"" : [ ""Dudenroth, 56288 Braunshorn, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""219 km"",
                  ""value"" : 219222
               },
               ""duration"" : {
                  ""text"" : ""2 hours 27 mins"",
                  ""value"" : 8796
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Dudenroth, 56288 Braunshorn, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '219 km', 'value': 219222}, 'duration': {'text': '2 hours 27 mins', 'value': 8796}, 'status': 'OK'}]}], 'status': 'OK'}",219 km,2 hours 27 mins
37318,Lutter,44795,Bochum Südwest,44795%2C%20Bochum Südwest,37318%2C%20Lutter,"{
   ""destination_addresses"" : [ ""37318 Lutter, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""255 km"",
                  ""value"" : 255140
               },
               ""duration"" : {
                  ""text"" : ""2 hours 47 mins"",
                  ""value"" : 10049
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37318 Lutter, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '255 km', 'value': 255140}, 'duration': {'text': '2 hours 47 mins', 'value': 10049}, 'status': 'OK'}]}], 'status': 'OK'}",255 km,2 hours 47 mins
56729,Lind,44795,Bochum Südwest,44795%2C%20Bochum Südwest,56729%2C%20Lind,"{
   ""destination_addresses"" : [ ""56729 Lind, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""190 km"",
                  ""value"" : 190295
               },
               ""duration"" : {
                  ""text"" : ""2 hours 9 mins"",
                  ""value"" : 7755
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56729 Lind, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '190 km', 'value': 190295}, 'duration': {'text': '2 hours 9 mins', 'value': 7755}, 'status': 'OK'}]}], 'status': 'OK'}",190 km,2 hours 9 mins
55490,Rohrbach,44795,Bochum Südwest,44795%2C%20Bochum Südwest,55490%2C%20Rohrbach,"{
   ""destination_addresses"" : [ ""Rohrbach, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""258 km"",
                  ""value"" : 257524
               },
               ""duration"" : {
                  ""text"" : ""2 hours 49 mins"",
                  ""value"" : 10163
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Rohrbach, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '258 km', 'value': 257524}, 'duration': {'text': '2 hours 49 mins', 'value': 10163}, 'status': 'OK'}]}], 'status': 'OK'}",258 km,2 hours 49 mins
49847,Itterbeck,44795,Bochum Südwest,44795%2C%20Bochum Südwest,49847%2C%20Itterbeck,"{
   ""destination_addresses"" : [ ""49847 Itterbeck, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""172 km"",
                  ""value"" : 172200
               },
               ""duration"" : {
                  ""text"" : ""2 hours 4 mins"",
                  ""value"" : 7439
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49847 Itterbeck, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '172 km', 'value': 172200}, 'duration': {'text': '2 hours 4 mins', 'value': 7439}, 'status': 'OK'}]}], 'status': 'OK'}",172 km,2 hours 4 mins
30419,Hannover,44795,Bochum Südwest,44795%2C%20Bochum Südwest,30419%2C%20Hannover,"{
   ""destination_addresses"" : [ ""30419 Hanover, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""231 km"",
                  ""value"" : 231201
               },
               ""duration"" : {
                  ""text"" : ""2 hours 25 mins"",
                  ""value"" : 8724
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['30419 Hanover, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '231 km', 'value': 231201}, 'duration': {'text': '2 hours 25 mins', 'value': 8724}, 'status': 'OK'}]}], 'status': 'OK'}",231 km,2 hours 25 mins
56843,Starkenburg,44795,Bochum Südwest,44795%2C%20Bochum Südwest,56843%2C%20Starkenburg,"{
   ""destination_addresses"" : [ ""Starkenburg, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""274 km"",
                  ""value"" : 274191
               },
               ""duration"" : {
                  ""text"" : ""2 hours 59 mins"",
                  ""value"" : 10728
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Starkenburg, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '274 km', 'value': 274191}, 'duration': {'text': '2 hours 59 mins', 'value': 10728}, 'status': 'OK'}]}], 'status': 'OK'}",274 km,2 hours 59 mins
56346,Theismühlen,44795,Bochum Südwest,44795%2C%20Bochum Südwest,56346%2C%20Theismühlen,"{
   ""destination_addresses"" : [ """" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""NOT_FOUND""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': [''], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'status': 'NOT_FOUND'}]}], 'status': 'OK'}",NOT_AVAILABLE,NOT_AVAILABLE
56305,Puderbach,44795,Bochum Südwest,44795%2C%20Bochum Südwest,56305%2C%20Puderbach,"{
   ""destination_addresses"" : [ ""56305 D\u00f6ttesfeld, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""147 km"",
                  ""value"" : 147303
               },
               ""duration"" : {
                  ""text"" : ""1 hour 42 mins"",
                  ""value"" : 6094
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56305 Döttesfeld, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '147 km', 'value': 147303}, 'duration': {'text': '1 hour 42 mins', 'value': 6094}, 'status': 'OK'}]}], 'status': 'OK'}",147 km,1 hour 42 mins
37632,Eimen,44795,Bochum Südwest,44795%2C%20Bochum Südwest,37632%2C%20Eimen,"{
   ""destination_addresses"" : [ ""37632 Eimen, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""225 km"",
                  ""value"" : 225044
               },
               ""duration"" : {
                  ""text"" : ""2 hours 46 mins"",
                  ""value"" : 9942
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37632 Eimen, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '225 km', 'value': 225044}, 'duration': {'text': '2 hours 46 mins', 'value': 9942}, 'status': 'OK'}]}], 'status': 'OK'}",225 km,2 hours 46 mins
49457,Drebber,44795,Bochum Südwest,44795%2C%20Bochum Südwest,49457%2C%20Drebber,"{
   ""destination_addresses"" : [ ""49457 Barnstorf, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""200 km"",
                  ""value"" : 199710
               },
               ""duration"" : {
                  ""text"" : ""2 hours 17 mins"",
                  ""value"" : 8218
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49457 Barnstorf, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '200 km', 'value': 199710}, 'duration': {'text': '2 hours 17 mins', 'value': 8218}, 'status': 'OK'}]}], 'status': 'OK'}",200 km,2 hours 17 mins
46397,Bocholt,44795,Bochum Südwest,44795%2C%20Bochum Südwest,46397%2C%20Bocholt,"{
   ""destination_addresses"" : [ ""46397 Bocholt, Germany"" ],
   ""origin_addresses"" : [ ""44795 Bochum, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""91.7 km"",
                  ""value"" : 91679
               },
               ""duration"" : {
                  ""text"" : ""1 hour 7 mins"",
                  ""value"" : 3994
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['46397 Bocholt, Germany'], 'origin_addresses': ['44795 Bochum, Germany'], 'rows': [{'elements': [{'distance': {'text': '91.7 km', 'value': 91679}, 'duration': {'text': '1 hour 7 mins', 'value': 3994}, 'status': 'OK'}]}], 'status': 'OK'}",91.7 km,1 hour 7 mins
