Dest_PC,Dest_City,Dest,Response Garbsen,Response Hannover,ResponseModGarbsen,ResponseModHannover,DistanceGarbsen,DurationGarbsen,DistanceHannover,DurationHannover,Garbsen_minutes,Hannover_minutes
52349,Düren,52349%2C%20Düren,"{
   ""destination_addresses"" : [ ""52349 D\u00fcren, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""324 km"",
                  ""value"" : 324293
               },
               ""duration"" : {
                  ""text"" : ""3 hours 28 mins"",
                  ""value"" : 12464
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""52349 D\u00fcren, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""331 km"",
                  ""value"" : 331018
               },
               ""duration"" : {
                  ""text"" : ""3 hours 36 mins"",
                  ""value"" : 12932
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['52349 Düren, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '324 km', 'value': 324293}, 'duration': {'text': '3 hours 28 mins', 'value': 12464}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['52349 Düren, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '331 km', 'value': 331018}, 'duration': {'text': '3 hours 36 mins', 'value': 12932}, 'status': 'OK'}]}], 'status': 'OK'}",324 km,3 hours 28 mins,331 km,3 hours 36 mins,208,216
56206,Kammerforst,56206%2C%20Kammerforst,"{
   ""destination_addresses"" : [ ""Kammerforst, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""368 km"",
                  ""value"" : 368128
               },
               ""duration"" : {
                  ""text"" : ""3 hours 54 mins"",
                  ""value"" : 14013
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Kammerforst, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""375 km"",
                  ""value"" : 374853
               },
               ""duration"" : {
                  ""text"" : ""4 hours 1 min"",
                  ""value"" : 14481
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Kammerforst, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '368 km', 'value': 368128}, 'duration': {'text': '3 hours 54 mins', 'value': 14013}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Kammerforst, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '375 km', 'value': 374853}, 'duration': {'text': '4 hours 1 min', 'value': 14481}, 'status': 'OK'}]}], 'status': 'OK'}",368 km,3 hours 54 mins,375 km,4 hours 1 min,234,241
53539,Gelenberg,53539%2C%20Gelenberg,"{
   ""destination_addresses"" : [ ""53539 Gelenberg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""377 km"",
                  ""value"" : 376676
               },
               ""duration"" : {
                  ""text"" : ""4 hours 5 mins"",
                  ""value"" : 14679
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""53539 Gelenberg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""383 km"",
                  ""value"" : 383401
               },
               ""duration"" : {
                  ""text"" : ""4 hours 12 mins"",
                  ""value"" : 15147
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['53539 Gelenberg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '377 km', 'value': 376676}, 'duration': {'text': '4 hours 5 mins', 'value': 14679}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['53539 Gelenberg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '383 km', 'value': 383401}, 'duration': {'text': '4 hours 12 mins', 'value': 15147}, 'status': 'OK'}]}], 'status': 'OK'}",377 km,4 hours 5 mins,383 km,4 hours 12 mins,245,252
50999,Köln,50999%2C%20Köln,"{
   ""destination_addresses"" : [ ""50999 Cologne, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""296 km"",
                  ""value"" : 296339
               },
               ""duration"" : {
                  ""text"" : ""3 hours 12 mins"",
                  ""value"" : 11502
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""50999 Cologne, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""303 km"",
                  ""value"" : 303064
               },
               ""duration"" : {
                  ""text"" : ""3 hours 20 mins"",
                  ""value"" : 11970
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['50999 Cologne, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '296 km', 'value': 296339}, 'duration': {'text': '3 hours 12 mins', 'value': 11502}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['50999 Cologne, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '303 km', 'value': 303064}, 'duration': {'text': '3 hours 20 mins', 'value': 11970}, 'status': 'OK'}]}], 'status': 'OK'}",296 km,3 hours 12 mins,303 km,3 hours 20 mins,192,200
42899,Remscheid,42899%2C%20Remscheid,"{
   ""destination_addresses"" : [ ""42899 Remscheid, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""242 km"",
                  ""value"" : 242023
               },
               ""duration"" : {
                  ""text"" : ""2 hours 33 mins"",
                  ""value"" : 9175
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""42899 Remscheid, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""249 km"",
                  ""value"" : 248749
               },
               ""duration"" : {
                  ""text"" : ""2 hours 41 mins"",
                  ""value"" : 9643
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['42899 Remscheid, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '242 km', 'value': 242023}, 'duration': {'text': '2 hours 33 mins', 'value': 9175}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['42899 Remscheid, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '249 km', 'value': 248749}, 'duration': {'text': '2 hours 41 mins', 'value': 9643}, 'status': 'OK'}]}], 'status': 'OK'}",242 km,2 hours 33 mins,249 km,2 hours 41 mins,153,161
46149,Oberhausen,46149%2C%20Oberhausen,"{
   ""destination_addresses"" : [ ""46149 Oberhausen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""248 km"",
                  ""value"" : 247739
               },
               ""duration"" : {
                  ""text"" : ""2 hours 32 mins"",
                  ""value"" : 9133
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""46149 Oberhausen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""254 km"",
                  ""value"" : 254465
               },
               ""duration"" : {
                  ""text"" : ""2 hours 40 mins"",
                  ""value"" : 9601
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['46149 Oberhausen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '248 km', 'value': 247739}, 'duration': {'text': '2 hours 32 mins', 'value': 9133}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['46149 Oberhausen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '254 km', 'value': 254465}, 'duration': {'text': '2 hours 40 mins', 'value': 9601}, 'status': 'OK'}]}], 'status': 'OK'}",248 km,2 hours 32 mins,254 km,2 hours 40 mins,152,160
49624,Löningen,49624%2C%20Löningen,"{
   ""destination_addresses"" : [ ""49624 L\u00f6ningen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""200 km"",
                  ""value"" : 200230
               },
               ""duration"" : {
                  ""text"" : ""2 hours 19 mins"",
                  ""value"" : 8335
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""49624 L\u00f6ningen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""210 km"",
                  ""value"" : 209557
               },
               ""duration"" : {
                  ""text"" : ""2 hours 27 mins"",
                  ""value"" : 8817
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49624 Löningen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '200 km', 'value': 200230}, 'duration': {'text': '2 hours 19 mins', 'value': 8335}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['49624 Löningen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '210 km', 'value': 209557}, 'duration': {'text': '2 hours 27 mins', 'value': 8817}, 'status': 'OK'}]}], 'status': 'OK'}",200 km,2 hours 19 mins,210 km,2 hours 27 mins,139,147
54655,Malberg,54655%2C%20Malberg,"{
   ""destination_addresses"" : [ ""54655 Malberg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""418 km"",
                  ""value"" : 417742
               },
               ""duration"" : {
                  ""text"" : ""4 hours 29 mins"",
                  ""value"" : 16149
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54655 Malberg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""424 km"",
                  ""value"" : 424468
               },
               ""duration"" : {
                  ""text"" : ""4 hours 37 mins"",
                  ""value"" : 16617
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54655 Malberg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '418 km', 'value': 417742}, 'duration': {'text': '4 hours 29 mins', 'value': 16149}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54655 Malberg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '424 km', 'value': 424468}, 'duration': {'text': '4 hours 37 mins', 'value': 16617}, 'status': 'OK'}]}], 'status': 'OK'}",418 km,4 hours 29 mins,424 km,4 hours 37 mins,269,277
34117,Kassel,34117%2C%20Kassel,"{
   ""destination_addresses"" : [ ""34117 Kassel, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""185 km"",
                  ""value"" : 184679
               },
               ""duration"" : {
                  ""text"" : ""2 hours 7 mins"",
                  ""value"" : 7640
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""34117 Kassel, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""166 km"",
                  ""value"" : 165899
               },
               ""duration"" : {
                  ""text"" : ""2 hours 3 mins"",
                  ""value"" : 7365
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['34117 Kassel, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '185 km', 'value': 184679}, 'duration': {'text': '2 hours 7 mins', 'value': 7640}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['34117 Kassel, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '166 km', 'value': 165899}, 'duration': {'text': '2 hours 3 mins', 'value': 7365}, 'status': 'OK'}]}], 'status': 'OK'}",185 km,2 hours 7 mins,166 km,2 hours 3 mins,127,123
37115,Duderstadt,37115%2C%20Duderstadt,"{
   ""destination_addresses"" : [ ""37115 Duderstadt, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""158 km"",
                  ""value"" : 158023
               },
               ""duration"" : {
                  ""text"" : ""1 hour 54 mins"",
                  ""value"" : 6844
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""37115 Duderstadt, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""139 km"",
                  ""value"" : 139242
               },
               ""duration"" : {
                  ""text"" : ""1 hour 49 mins"",
                  ""value"" : 6569
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37115 Duderstadt, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '158 km', 'value': 158023}, 'duration': {'text': '1 hour 54 mins', 'value': 6844}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['37115 Duderstadt, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '139 km', 'value': 139242}, 'duration': {'text': '1 hour 49 mins', 'value': 6569}, 'status': 'OK'}]}], 'status': 'OK'}",158 km,1 hour 54 mins,139 km,1 hour 49 mins,114,109
53547,Heeg,53547%2C%20Heeg,"{
   ""destination_addresses"" : [ ""8621 Heeg, Netherlands"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""374 km"",
                  ""value"" : 373664
               },
               ""duration"" : {
                  ""text"" : ""3 hours 56 mins"",
                  ""value"" : 14156
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""8621 Heeg, Netherlands"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""380 km"",
                  ""value"" : 380389
               },
               ""duration"" : {
                  ""text"" : ""4 hours 4 mins"",
                  ""value"" : 14624
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['8621 Heeg, Netherlands'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '374 km', 'value': 373664}, 'duration': {'text': '3 hours 56 mins', 'value': 14156}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['8621 Heeg, Netherlands'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '380 km', 'value': 380389}, 'duration': {'text': '4 hours 4 mins', 'value': 14624}, 'status': 'OK'}]}], 'status': 'OK'}",374 km,3 hours 56 mins,380 km,4 hours 4 mins,236,244
54308,Langsur,54308%2C%20Langsur,"{
   ""destination_addresses"" : [ ""54308 Langsur, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""450 km"",
                  ""value"" : 450281
               },
               ""duration"" : {
                  ""text"" : ""4 hours 54 mins"",
                  ""value"" : 17624
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54308 Langsur, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""457 km"",
                  ""value"" : 457006
               },
               ""duration"" : {
                  ""text"" : ""5 hours 2 mins"",
                  ""value"" : 18092
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54308 Langsur, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '450 km', 'value': 450281}, 'duration': {'text': '4 hours 54 mins', 'value': 17624}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54308 Langsur, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '457 km', 'value': 457006}, 'duration': {'text': '5 hours 2 mins', 'value': 18092}, 'status': 'OK'}]}], 'status': 'OK'}",450 km,4 hours 54 mins,457 km,5 hours 2 mins,294,302
37308,Mengelrode,37308%2C%20Mengelrode,"{
   ""destination_addresses"" : [ ""Mengelrode, 37308 Hohes Kreuz, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""174 km"",
                  ""value"" : 174364
               },
               ""duration"" : {
                  ""text"" : ""1 hour 55 mins"",
                  ""value"" : 6897
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Mengelrode, 37308 Hohes Kreuz, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""156 km"",
                  ""value"" : 155584
               },
               ""duration"" : {
                  ""text"" : ""1 hour 50 mins"",
                  ""value"" : 6622
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Mengelrode, 37308 Hohes Kreuz, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '174 km', 'value': 174364}, 'duration': {'text': '1 hour 55 mins', 'value': 6897}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Mengelrode, 37308 Hohes Kreuz, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '156 km', 'value': 155584}, 'duration': {'text': '1 hour 50 mins', 'value': 6622}, 'status': 'OK'}]}], 'status': 'OK'}",174 km,1 hour 55 mins,156 km,1 hour 50 mins,115,110
47804,Krefeld,47804%2C%20Krefeld,"{
   ""destination_addresses"" : [ ""47804 Krefeld, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""292 km"",
                  ""value"" : 291903
               },
               ""duration"" : {
                  ""text"" : ""3 hours 7 mins"",
                  ""value"" : 11199
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""47804 Krefeld, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""299 km"",
                  ""value"" : 298628
               },
               ""duration"" : {
                  ""text"" : ""3 hours 14 mins"",
                  ""value"" : 11667
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['47804 Krefeld, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '292 km', 'value': 291903}, 'duration': {'text': '3 hours 7 mins', 'value': 11199}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['47804 Krefeld, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '299 km', 'value': 298628}, 'duration': {'text': '3 hours 14 mins', 'value': 11667}, 'status': 'OK'}]}], 'status': 'OK'}",292 km,3 hours 7 mins,299 km,3 hours 14 mins,187,194
45886,Gelsenkirchen,45886%2C%20Gelsenkirchen,"{
   ""destination_addresses"" : [ ""45886 Gelsenkirchen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""229 km"",
                  ""value"" : 229236
               },
               ""duration"" : {
                  ""text"" : ""2 hours 29 mins"",
                  ""value"" : 8926
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""45886 Gelsenkirchen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""236 km"",
                  ""value"" : 235961
               },
               ""duration"" : {
                  ""text"" : ""2 hours 37 mins"",
                  ""value"" : 9394
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['45886 Gelsenkirchen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '229 km', 'value': 229236}, 'duration': {'text': '2 hours 29 mins', 'value': 8926}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['45886 Gelsenkirchen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '236 km', 'value': 235961}, 'duration': {'text': '2 hours 37 mins', 'value': 9394}, 'status': 'OK'}]}], 'status': 'OK'}",229 km,2 hours 29 mins,236 km,2 hours 37 mins,149,157
54616,Winterspelt,54616%2C%20Winterspelt,"{
   ""destination_addresses"" : [ ""54616 Winterspelt, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""408 km"",
                  ""value"" : 407829
               },
               ""duration"" : {
                  ""text"" : ""4 hours 21 mins"",
                  ""value"" : 15681
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54616 Winterspelt, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""415 km"",
                  ""value"" : 414554
               },
               ""duration"" : {
                  ""text"" : ""4 hours 29 mins"",
                  ""value"" : 16149
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54616 Winterspelt, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '408 km', 'value': 407829}, 'duration': {'text': '4 hours 21 mins', 'value': 15681}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54616 Winterspelt, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '415 km', 'value': 414554}, 'duration': {'text': '4 hours 29 mins', 'value': 16149}, 'status': 'OK'}]}], 'status': 'OK'}",408 km,4 hours 21 mins,415 km,4 hours 29 mins,261,269
54314,Neunhäuser,54314%2C%20Neunhäuser,"{
   ""destination_addresses"" : [ ""54314 Paschel, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""468 km"",
                  ""value"" : 468081
               },
               ""duration"" : {
                  ""text"" : ""5 hours 14 mins"",
                  ""value"" : 18843
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54314 Paschel, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""475 km"",
                  ""value"" : 474806
               },
               ""duration"" : {
                  ""text"" : ""5 hours 22 mins"",
                  ""value"" : 19311
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54314 Paschel, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '468 km', 'value': 468081}, 'duration': {'text': '5 hours 14 mins', 'value': 18843}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54314 Paschel, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '475 km', 'value': 474806}, 'duration': {'text': '5 hours 22 mins', 'value': 19311}, 'status': 'OK'}]}], 'status': 'OK'}",468 km,5 hours 14 mins,475 km,5 hours 22 mins,314,322
50389,Wesseling,50389%2C%20Wesseling,"{
   ""destination_addresses"" : [ ""50389 Wesseling, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""303 km"",
                  ""value"" : 302936
               },
               ""duration"" : {
                  ""text"" : ""3 hours 13 mins"",
                  ""value"" : 11586
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""50389 Wesseling, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""310 km"",
                  ""value"" : 309661
               },
               ""duration"" : {
                  ""text"" : ""3 hours 21 mins"",
                  ""value"" : 12054
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['50389 Wesseling, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '303 km', 'value': 302936}, 'duration': {'text': '3 hours 13 mins', 'value': 11586}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['50389 Wesseling, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '310 km', 'value': 309661}, 'duration': {'text': '3 hours 21 mins', 'value': 12054}, 'status': 'OK'}]}], 'status': 'OK'}",303 km,3 hours 13 mins,310 km,3 hours 21 mins,193,201
